Developer,Genre,Name,Platform,Publisher,Rating,Year of Release,Critic Count,Critic Score,EU Sales,Global Sales,JP Sales,NA Sales,Other Sales,Rank,User Count,User Score
BioWare,Role-Playing,Mass Effect 3,WiiU,Electronic Arts,M,2012,30,93,0.56,1.42,0.03,0.63,0.2,6229,1849,5.5
BioWare,Role-Playing,Mass Effect 3,WiiU,Electronic Arts,M,2012,23,89,0.44,0.97,0,0.4,0.12,6229,5926,5.5
Full-Fat,Simulation,SimCity 2000,SAT,Zoo Digital Publishing,E,2003,9,62,0.03,0.11,0,0.08,0,6231,11,7.8
"Z-Axis, Ltd.",Sports,Dave Mirra Freestyle BMX 2,GC,Acclaim Entertainment,T,2001,21,81,0.53,1.38,0,0.67,0.18,6238,18,8.1
"Z-Axis, Ltd.",Sports,Dave Mirra Freestyle BMX 2,GC,Acclaim Entertainment,T,2001,15,78,0.06,0.28,0,0.21,0.01,6238,10,7.7
"Z-Axis, Ltd.",Sports,Dave Mirra Freestyle BMX 2,GC,Acclaim Entertainment,T,2001,18,76,0.04,0.2,0,0.15,0.01,6238,6,8.2
Harmonix Music Systems,Misc,AC/DC LIVE: Rock Band Track Pack,Wii,MTV Games,T,2008,12,60,0.01,0.24,0,0.21,0.02,6239,14,5.3
Harmonix Music Systems,Misc,AC/DC LIVE: Rock Band Track Pack,Wii,MTV Games,T,2008,16,63,0,0.23,0,0.21,0.02,6239,10,4.9
"Ubisoft, Sensory Sweep",Misc,My Japanese Coach,DS,Ubisoft,E,2008,4,59,0,0.27,0,0.24,0.02,6240,6,6.7
SCE Japan Studio,Platform,Puppeteer,PS3,Sony Computer Entertainment Europe,E10+,2013,75,80,0.08,0.26,0.02,0.11,0.04,6241,236,8.5
THQ,Action,Tak and the Guardians of Gross,PS2,THQ,E10+,2008,5,63,0,0.16,0,0.14,0.01,6243,5,8
Exakt,Action,True Crime: New York City,XB,Activision,M,2005,43,60,0.06,0.28,0,0.21,0.01,6244,17,7.8
Exakt,Action,True Crime: New York City,XB,Activision,M,2005,25,59,0.03,0.17,0,0.13,0,6244,24,8.8
Acclaim Studios Cheltenham,Sports,Summer Heat Beach Volleyball,PS2,Acclaim Entertainment,T,2003,21,65,0.11,0.28,0,0.14,0.04,6245,19,7.7
EA Canada,Sports,NCAA Basketball 09,PS2,Electronic Arts,E,2008,23,70,0,0.22,0,0.2,0.02,6246,8,5.6
THQ,Action,Marvel Super Hero Squad: The Infinity Gauntlet,Wii,THQ,E10+,2010,10,55,0.02,0.15,0,0.12,0.01,6248,6,6.3
Capcom Vancouver,Action,Dead Rising 2: Off the Record,X360,Capcom,M,2011,31,72,0.08,0.32,0.1,0.11,0.03,6249,35,7.1
Capcom Vancouver,Action,Dead Rising 2: Off the Record,X360,Capcom,M,2011,48,72,0.08,0.27,0,0.17,0.02,6249,60,7.5
Capcom Vancouver,Action,Dead Rising 2: Off the Record,X360,Capcom,M,2011,10,66,0.02,0.06,0,0.04,0.01,6249,54,5.3
Presto Studios,Adventure,Myst III: Exile,PS2,Ubisoft,E,2002,9,57,0.11,0.28,0,0.14,0.04,6251,4,7
KCET,Platform,Castlevania: Aria of Sorrow,GBA,Konami Digital Entertainment,T,2003,29,91,0.07,0.28,0,0.2,0,6252,127,9.1
Visual Concepts,Sports,NBA 2K12,PSP,Take-Two Interactive,E,2011,42,90,0.14,2.62,0.01,2.31,0.16,6253,134,7.7
Visual Concepts,Sports,NBA 2K12,PSP,Take-Two Interactive,E,2011,38,90,0.26,2.11,0.05,1.62,0.18,6253,127,6.7
Visual Concepts,Sports,NBA 2K12,PSP,Take-Two Interactive,E,2011,5,86,0.05,0.16,0,0.09,0.02,6253,66,7.1
Eugen Systems,Strategy,R.U.S.E.,PC,Ubisoft,T,2010,37,76,0.22,0.5,0.02,0.18,0.08,6254,50,7.3
Eugen Systems,Strategy,R.U.S.E.,PC,Ubisoft,T,2010,33,76,0.19,0.27,0,0.04,0.04,6254,176,8.1
Eugen Systems,Strategy,R.U.S.E.,PC,Ubisoft,T,2010,45,78,0.11,0.27,0,0.12,0.02,6254,38,7
Monster Games Inc.,Racing,ExciteBots: Trick Racing,Wii,Nintendo,E,2009,29,77,0,0.26,0,0.24,0.02,6259,26,8.6
Konami,Sports,Pro Evolution Soccer 2013,PSP,Konami Digital Entertainment,E,2012,37,82,0.63,1.53,0.49,0.18,0.24,6260,146,6.7
Konami,Sports,Pro Evolution Soccer 2013,PSP,Konami Digital Entertainment,E,2012,33,82,0.2,0.31,0,0.08,0.03,6260,77,6.9
Konami,Sports,Pro Evolution Soccer 2013,PSP,Konami Digital Entertainment,E,2012,8,80,0.07,0.08,0,0,0.01,6260,182,6.9
High Moon Studios,Action,Deadpool,PS4,Activision,M,2013,27,61,0.14,0.45,0,0.23,0.08,6261,221,7.2
High Moon Studios,Action,Deadpool,PS4,Activision,M,2013,49,62,0.13,0.43,0,0.26,0.04,6261,368,7.4
High Moon Studios,Action,Deadpool,PS4,Activision,M,2015,11,60,0.11,0.29,0,0.14,0.05,6261,68,5.7
Bullets,Action,Kenka Bancho: Badass Rumble,PSP,Spike,T,2008,21,70,0,0.28,0.2,0.06,0.01,6263,6,7.5
FUN Labs,Sports,Cabela's Trophy Bucks,PS2,Activision Value,T,2007,4,39,0,0.05,0,0.04,0,6264,4,3
Torus Games,Adventure,How to Train Your Dragon 2,Wii,Little Orbit,E10+,2014,4,47,0.05,0.08,0,0.03,0.01,6268,7,4.9
EA Montreal,Misc,Boogie,DS,Electronic Arts,E10+,2007,37,57,0.03,0.49,0,0.43,0.04,6269,54,5.3
Studio Gigante,Fighting,Tao Feng: Fist of the Lotus,XB,Microsoft Game Studios,M,2003,32,65,0.06,0.27,0,0.21,0.01,6270,8,6.5
Dimps Corporation,Fighting,Dragon Ball Z: Budokai 2,GC,Atari,T,2003,28,66,0.22,2.41,0.51,1.63,0.06,6273,92,8.2
Pyramid,Fighting,Dragon Ball Z: Budokai 2,GC,Atari,T,2004,9,66,0.06,0.27,0,0.21,0.01,6273,12,5.8
Koei,Action,Dynasty Warriors,PS,Tecmo Koei,T,2004,26,62,0,0.51,0.3,0.18,0.02,6277,24,7.3
Zoe Mode,Misc,Zumba Fitness: World Party,Wii,Majesco Entertainment,E,2013,5,73,0.05,0.24,0,0.17,0.02,6279,40,6.2
EA Canada,Racing,Need for Speed: Most Wanted,DS,Electronic Arts,T,2005,36,82,1.79,4.37,0.08,2.03,0.47,6280,137,9.1
EA Canada,Racing,Need for Speed: Most Wanted,DS,Electronic Arts,T,2005,54,83,0.13,1.25,0.02,1,0.1,6280,134,8.5
EA Canada,Racing,Need for Speed: Most Wanted,DS,Electronic Arts,T,2005,32,83,0.46,1.04,0,0.53,0.05,6280,29,8.8
EA Canada,Racing,Need for Speed: Most Wanted,DS,Electronic Arts,T,2005,18,80,0.11,0.56,0,0.43,0.02,6280,22,9.1
Black Box,Racing,Need for Speed: Most Wanted,DS,Electronic Arts,T,2005,19,82,0.23,0.29,0,0.02,0.04,6280,525,8.5
EA Canada,Racing,Need for Speed: Most Wanted,DS,Electronic Arts,E,2005,4,45,0.01,0.27,0,0.24,0.02,6280,22,6.1
EA Canada,Racing,Need for Speed: Most Wanted,DS,Electronic Arts,T,2012,54,83,0.78,1.56,0.01,0.62,0.15,6280,134,8.5
Black Box,Racing,Need for Speed: Most Wanted,DS,Electronic Arts,T,2012,19,82,0.06,0.08,0,0,0.02,6280,525,8.5
Black Box,Sports,NHL Hitz 20-02,XB,Midway Games,E,2001,18,78,0.22,0.56,0,0.28,0.07,6283,8,7.6
Black Box,Sports,NHL Hitz 20-02,XB,Midway Games,E,2001,20,79,0.06,0.27,0,0.2,0.01,6283,11,8.7
Midway,Sports,NHL Hitz 20-02,XB,Midway Games,E,2001,13,79,0.04,0.21,0,0.16,0.01,6283,7,8.7
Sega Studios San Francisco,Action,Iron Man 2,X360,Sega,T,2010,28,41,0.18,0.39,0,0.14,0.07,6284,36,5.2
High Voltage Software,Action,Iron Man 2,X360,Sega,T,2010,11,41,0.15,0.32,0,0.15,0.03,6284,12,4.6
Sega Studios San Francisco,Action,Iron Man 2,X360,Sega,T,2010,35,41,0.09,0.27,0,0.15,0.03,6284,54,5.9
EA Bright Light,Misc,Trivial Pursuit,PS2,Electronic Arts,E,2009,19,66,0.21,0.37,0,0.12,0.04,6287,9,6.4
EA Bright Light,Misc,Trivial Pursuit,PS2,Electronic Arts,E,2009,13,66,0.11,0.28,0,0.12,0.05,6287,7,7.1
Konami,Role-Playing,Suikoden Tierkreis,DS,Konami Digital Entertainment,E10+,2008,24,76,0.01,0.26,0.15,0.09,0.01,6288,37,7.4
Heavy Iron Studios,Adventure,Evil Dead: Hail to the King,PS,THQ,M,2000,8,51,0.1,0.27,0,0.15,0.02,6289,7,6
"Z-Axis, Ltd.",Sports,Dave Mirra Freestyle BMX: Maximum Remix,PS,Acclaim Entertainment,E,2001,11,67,0.1,0.27,0,0.15,0.02,6292,7,8.1
Larian Studios,Role-Playing,Divinity: Original Sin,PS4,Focus Home Interactive,M,2014,59,87,0.02,0.02,0,0,0,6293,2089,8.7
Eugen Systems,Strategy,R.U.S.E.,X360,Ubisoft,T,2010,37,76,0.22,0.5,0.02,0.18,0.08,6294,50,7.3
Eugen Systems,Strategy,R.U.S.E.,X360,Ubisoft,T,2010,33,76,0.19,0.27,0,0.04,0.04,6294,176,8.1
Eugen Systems,Strategy,R.U.S.E.,X360,Ubisoft,T,2010,45,78,0.11,0.27,0,0.12,0.02,6294,38,7
Sega,Misc,Hatsune Miku: Project Diva f,PS3,Sega,T,2012,10,81,0,0.23,0.23,0,0,6295,90,8
Sega,Misc,Hatsune Miku: Project Diva f,PS3,Sega,T,2013,10,73,0,0.28,0.19,0.08,0.02,6295,108,8.4
Capcom,Action,Resident Evil: Deadly Silence,DS,Capcom,M,2006,41,71,0.02,0.26,0.11,0.11,0.01,6296,36,8.4
Namco,Puzzle,Pac-Pix,DS,Namco Bandai Games,E,2005,41,71,0,0.27,0.1,0.16,0.01,6297,7,7.1
SCEE London Studio,Simulation,EyePet,PSP,Sony Computer Entertainment,E,2009,35,70,0.52,0.99,0.04,0.35,0.08,6299,20,8.2
Tango Gameworks,Action,The Evil Within,PC,Bethesda Softworks,M,2014,65,75,0.86,1.79,0.11,0.55,0.27,6300,1223,7.3
Tango Gameworks,Action,The Evil Within,PC,Bethesda Softworks,M,2014,24,79,0.25,0.67,0,0.35,0.06,6300,430,7.3
Tango Gameworks,Action,The Evil Within,PC,Bethesda Softworks,M,2014,18,68,0.16,0.27,0,0.1,0.02,6300,721,5.9
Eurocom Entertainment Software,Sports,Athens 2004,PS2,Sony Computer Entertainment,E,2004,57,61,0.1,0.27,0,0.13,0.03,6301,13,7.2
Codemasters,Racing,Pro Race Driver,PS2,Codemasters,T,2002,22,81,0.1,0.27,0,0.13,0.03,6306,20,8.5
Codemasters,Racing,Pro Race Driver,PS2,Codemasters,T,2003,17,80,0.01,0.04,0,0.03,0,6306,4,7.5
Monolith Soft,Role-Playing,Baten Kaitos: Eternal Wings and the Lost Ocean,GC,Nintendo,T,2003,48,80,0.05,0.27,0,0.21,0.01,6307,59,9
Bizarre Creations,Shooter,The Club,X360,Sega,M,2008,63,76,0.1,0.27,0,0.15,0.02,6309,43,6.8
Bizarre Creations,Shooter,The Club,X360,Sega,M,2008,42,72,0.07,0.23,0,0.14,0.03,6309,15,6.5
Venom Games,Action,Rocky: Legends,PS2,Ubisoft,T,2004,24,65,0.1,0.27,0,0.13,0.03,6312,12,8.6
Venom Games,Action,Rocky: Legends,PS2,Ubisoft,T,2004,21,67,0.02,0.1,0,0.07,0,6312,6,5.2
Ubisoft Vancouver,Sports,MotionSports: Adrenaline,X360,Ubisoft,E,2011,8,41,0.1,0.27,0,0.14,0.03,6314,7,7.4
EA Redwood Shores,Sports,Tiger Woods PGA Tour 07,PSP,Electronic Arts,E,2006,33,79,0.02,0.72,0,0.6,0.1,6315,8,6
EA Redwood Shores,Sports,Tiger Woods PGA Tour 07,PSP,Electronic Arts,E,2006,44,80,0,0.48,0,0.44,0.04,6315,21,7.9
EA Redwood Shores,Sports,Tiger Woods PGA Tour 07,PSP,Electronic Arts,E,2006,21,81,0.05,0.19,0,0.13,0.01,6315,6,6.8
Neversoft Entertainment,Shooter,Gun,X360,Activision,M,2005,43,77,0.04,1.17,0,0.98,0.16,6316,70,8.7
Neversoft Entertainment,Shooter,Gun,X360,Activision,M,2005,55,79,0.12,0.52,0,0.38,0.02,6316,29,7.8
Neversoft Entertainment,Shooter,Gun,X360,Activision,M,2005,27,77,0.04,0.18,0,0.14,0,6316,8,8.6
EA Sports,Sports,NHL 07,X360,Electronic Arts,E10+,2006,11,76,0.02,0.51,0,0.42,0.07,6317,51,4.6
EA Sports,Sports,NHL 07,X360,Electronic Arts,E10+,2006,49,79,0,0.27,0,0.25,0.02,6317,167,5.3
EA Sports,Sports,NHL 07,X360,Electronic Arts,E10+,2006,7,76,0.02,0.17,0,0.13,0.02,6317,23,6.6
EA Sports,Sports,NHL 07,X360,Electronic Arts,E10+,2006,14,75,0.01,0.03,0,0.02,0,6317,6,7.7
Eurocom Entertainment Software,Action,G-Force,PS2,Disney Interactive Studios,E10+,2009,6,69,0.2,0.44,0,0.19,0.05,6320,6,8
Eurocom Entertainment Software,Action,G-Force,PS2,Disney Interactive Studios,E10+,2009,22,68,0.06,0.22,0,0.13,0.03,6320,7,7.6
Eurocom Entertainment Software,Action,G-Force,PS2,Disney Interactive Studios,E10+,2009,33,68,0.05,0.17,0,0.11,0.01,6320,9,7
Traveller's Tales,Action,LEGO Harry Potter: Years 5-7,PSP,Warner Bros. Interactive Entertainment,E10+,2012,19,64,0.07,0.18,0,0.07,0.03,6321,21,6.8
Ubisoft Montpellier,Action,The Adventures of Tintin: The Game,PS3,Ubisoft,E10+,2011,27,59,0.15,0.26,0,0.06,0.05,6322,13,5.7
Ubisoft Montpellier,Action,The Adventures of Tintin: The Game,PS3,Ubisoft,E10+,2011,35,63,0.13,0.24,0,0.07,0.03,6322,12,6.1
Ubisoft Montpellier,Action,The Adventures of Tintin: The Game,PS3,Ubisoft,E10+,2011,8,56,0.09,0.15,0,0.05,0.02,6322,12,5.7
Digital Illusions,Racing,RalliSport Challenge 2,XB,Microsoft Game Studios,E,2004,69,87,0.08,0.27,0,0.18,0.01,6323,33,9.1
Edge of Reality,Platform,Over the Hedge,GBA,Activision,E10+,2006,29,58,0.02,0.54,0,0.45,0.07,6326,10,8.6
Edge of Reality,Platform,Over the Hedge,GBA,Activision,E10+,2006,21,61,0.07,0.35,0,0.27,0.01,6326,6,9.3
Vicarious Visions,Platform,Over the Hedge,GBA,Activision,E,2006,17,71,0.01,0.27,0,0.24,0.02,6326,9,6.4
Nippon Ichi Software,Role-Playing,Disgaea 5: Alliance of Vengeance,PS4,Nippon Ichi Software,T,2015,43,80,0.08,0.29,0.06,0.11,0.04,6327,173,8.1
Avalanche Software,Platform,Disney's Chicken Little,GC,Disney Interactive Studios,E10+,2005,20,60,0.25,0.65,0,0.32,0.08,6328,7,8.9
Krome Studios,Platform,Ty the Tasmanian Tiger,GC,Electronic Arts,E,2002,14,70,0.45,1.17,0,0.57,0.15,6330,60,8.8
Krome Studios,Platform,Ty the Tasmanian Tiger,GC,Electronic Arts,E,2002,12,69,0.05,0.27,0,0.21,0.01,6330,15,8.7
Krome Studios,Platform,Ty the Tasmanian Tiger,GC,Electronic Arts,E,2002,13,68,0.04,0.18,0,0.14,0.01,6330,11,8.5
Natsume,Fighting,WWE Road to WrestleMania X8,GBA,THQ,E,2002,10,73,0.07,0.27,0,0.19,0,6333,6,7.5
Racjin,Role-Playing,Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,Square Enix,T,2004,21,67,0.1,0.27,0,0.13,0.03,6335,20,8.4
EA Sports,Racing,NASCAR 06: Total Team Control,XB,Electronic Arts,E,2005,18,78,0.02,0.63,0,0.53,0.09,6337,18,7.7
EA Sports,Racing,NASCAR 06: Total Team Control,XB,Electronic Arts,E,2005,25,79,0.06,0.27,0,0.2,0.01,6337,7,5.9
Terminal Reality,Shooter,BloodRayne 2,PS2,THQ,M,2004,26,70,0.1,0.27,0,0.13,0.03,6339,21,8.5
Terminal Reality,Shooter,BloodRayne 2,PS2,THQ,M,2004,35,71,0.03,0.15,0,0.11,0.01,6339,4,8.5
Shaba Games,Action,Spider-Man: Web of Shadows,PS3,Activision,T,2008,57,68,0.02,0.4,0,0.36,0.03,6340,87,8.6
"Treyarch, Shaba Games",Action,Spider-Man: Web of Shadows,PS3,Activision,T,2008,44,67,0.04,0.26,0,0.2,0.02,6340,34,7.9
"Treyarch, Shaba Games",Action,Spider-Man: Web of Shadows,PS3,Activision,T,2008,20,63,0.01,0.25,0,0.22,0.02,6340,13,6.9
"Treyarch, Shaba Games",Action,Spider-Man: Web of Shadows,PS3,Activision,E10+,2008,4,69,0.08,0.21,0,0.1,0.03,6340,16,4.1
Griptonite Games,Action,Spider-Man: Web of Shadows,PS3,Activision,E10+,2008,12,77,0,0.1,0,0.09,0.01,6340,14,7.5
"Treyarch, Shaba Games",Action,Spider-Man: Web of Shadows,PS3,Activision,T,2008,11,52,0.02,0.02,0,0,0,6340,57,7.8
EA Sports,Sports,NHL 2002,XB,Electronic Arts,E,2001,22,92,0.46,1.2,0,0.59,0.15,6341,26,8.5
EA Sports,Sports,NHL 2002,XB,Electronic Arts,E,2001,17,89,0.06,0.27,0,0.2,0.01,6341,5,8.8
Haemimont,Strategy,Tropico 4,PC,Kalypso Media,T,2011,46,78,0.13,0.27,0,0.1,0.04,6343,359,7.7
Techland,Shooter,Call of Juarez: The Cartel,X360,Ubisoft,M,2011,42,45,0.12,0.29,0,0.12,0.05,6349,74,5.5
Techland,Shooter,Call of Juarez: The Cartel,X360,Ubisoft,M,2011,62,47,0.1,0.27,0,0.14,0.03,6349,109,5.7
Ubisoft,Shooter,Call of Juarez: The Cartel,X360,Ubisoft,M,2011,12,51,0.05,0.11,0,0.05,0.01,6349,126,3.3
Capcom,Action,Shadow of Rome,PS2,Capcom,M,2005,52,75,0.1,0.27,0,0.13,0.03,6350,62,8.3
Visual Impact,Action,Harry Potter and the Order of the Phoenix,PS2,Electronic Arts,E,2007,15,51,0.46,0.84,0,0.28,0.1,6353,19,4.9
EA Games,Action,Harry Potter and the Order of the Phoenix,PS2,Electronic Arts,E10+,2007,34,69,0.05,0.46,0,0.38,0.04,6353,28,7.2
EA Games,Action,Harry Potter and the Order of the Phoenix,PS2,Electronic Arts,E10+,2007,11,52,0.17,0.37,0,0.1,0.1,6353,20,7.6
EA Games,Action,Harry Potter and the Order of the Phoenix,PS2,Electronic Arts,E10+,2007,38,68,0.03,0.29,0,0.24,0.02,6353,20,6.8
EA Games,Action,Harry Potter and the Order of the Phoenix,PS2,Electronic Arts,E10+,2007,17,61,0.1,0.27,0,0.13,0.03,6353,28,8
EA Games,Action,Harry Potter and the Order of the Phoenix,PS2,Electronic Arts,E10+,2007,35,67,0.03,0.24,0,0.18,0.03,6353,25,6.6
EA Games,Action,Harry Potter and the Order of the Phoenix,PS2,Electronic Arts,E10+,2007,11,63,0.03,0.04,0,0,0,6353,34,7.1
Ghost Games,Racing,Need for Speed Rivals,PC,Electronic Arts,E10+,2013,53,80,0.92,1.98,0.03,0.73,0.3,6355,667,6.2
Ghost Games,Racing,Need for Speed Rivals,PC,Electronic Arts,E10+,2013,6,80,0.69,1.27,0.05,0.33,0.19,6355,123,4.9
Ghost Games,Racing,Need for Speed Rivals,PC,Electronic Arts,E10+,2013,12,76,0.35,0.79,0.01,0.37,0.07,6355,107,5.4
Ghost Games,Racing,Need for Speed Rivals,PC,Electronic Arts,E10+,2013,18,75,0.17,0.69,0,0.46,0.07,6355,175,5.8
Ghost Games,Racing,Need for Speed Rivals,PC,Electronic Arts,E10+,2013,16,76,0.19,0.25,0,0.04,0.02,6355,546,3.3
Paradigm Entertainment,Racing,Stuntman: Ignition,PS2,THQ,T,2007,38,75,0.31,0.64,0,0.25,0.07,6356,31,7.3
Paradigm Entertainment,Racing,Stuntman: Ignition,PS2,THQ,T,2007,18,76,0.26,0.52,0,0.17,0.1,6356,12,6.2
Paradigm Entertainment,Racing,Stuntman: Ignition,PS2,THQ,T,2007,8,71,0.1,0.27,0,0.13,0.03,6356,8,6.4
7 Studios,Action,Fantastic 4,XB,Activision,T,2005,42,64,0.01,0.5,0,0.41,0.07,6357,19,7.8
7 Studios,Action,Fantastic 4,XB,Activision,T,2005,46,62,0.06,0.27,0,0.2,0.01,6357,8,6.6
7 Studios,Action,Fantastic 4,XB,Activision,T,2005,32,61,0.05,0.24,0,0.19,0.01,6357,6,4
Shaba Games,Sports,Mat Hoffman's Pro BMX,GBA,Activision,E,2001,15,80,0.2,0.54,0,0.3,0.04,6358,16,8.6
Namco,Racing,MotoGP,PS2,Namco Bandai Games,E,2000,16,77,0.05,0.27,0.14,0.06,0.02,6359,5,6
Climax Group,Racing,MotoGP,PS2,THQ,E,2002,18,84,0.02,0.09,0,0.07,0,6359,16,8.4
Namco Bandai Games,Racing,MotoGP,PS2,Sony Computer Entertainment,E,2006,18,69,0,0.03,0,0.03,0,6359,7,7.1
Milestone S.r.l,Racing,MotoGP,PS2,Capcom,E,2009,10,44,0.11,0.18,0,0.05,0.02,6359,11,5.4
"Zoe Mode, HB Studios Multimedia",Misc,Rock Revolution,X360,Konami Digital Entertainment,T,2008,28,38,0,0.27,0,0.25,0.02,6362,17,5.1
Atlus,Role-Playing,Etrian Odyssey II: Heroes of Lagaard,DS,Atlus,E10+,2008,17,82,0,0.26,0.16,0.09,0.01,6363,24,8.9
TT Games,Action,LEGO The Hobbit,XOne,Warner Bros. Interactive Entertainment,E10+,2014,47,72,0.38,0.6,0,0.13,0.09,6364,88,6.6
TT Games,Action,LEGO The Hobbit,XOne,Warner Bros. Interactive Entertainment,E10+,2014,4,70,0.21,0.45,0,0.2,0.04,6364,11,8.7
TT Games,Action,LEGO The Hobbit,XOne,Warner Bros. Interactive Entertainment,E10+,2014,20,69,0.12,0.27,0,0.13,0.02,6364,36,6.8
Edge of Reality,Action,The Incredible Hulk,PS3,Sega,T,2008,4,50,0.01,0.38,0,0.32,0.05,6366,5,6
Edge of Reality,Action,The Incredible Hulk,PS3,Sega,T,2008,42,55,0.02,0.26,0,0.22,0.02,6366,24,6.4
Edge of Reality,Action,The Incredible Hulk,PS3,Sega,T,2008,26,55,0.02,0.26,0,0.22,0.02,6366,20,6.8
Capcom,Action,Resident Evil: Revelations,X360,Capcom,M,2012,78,82,0.22,0.88,0.3,0.3,0.05,6367,397,8.5
Capcom,Action,Resident Evil: Revelations,X360,Capcom,M,2013,30,74,0.29,0.74,0.22,0.14,0.09,6367,204,7.2
Capcom,Action,Resident Evil: Revelations,X360,Capcom,M,2013,30,75,0.1,0.26,0.02,0.12,0.02,6367,170,7.4
Capcom,Action,Resident Evil: Revelations,X360,Capcom,M,2013,19,80,0.07,0.19,0.03,0.07,0.01,6367,146,7.5
Capcom,Action,Resident Evil: Revelations,X360,Capcom,M,2013,12,77,0.04,0.04,0,0,0,6367,342,7
Visual Concepts,Sports,Major League Baseball 2K10,Wii,Take-Two Interactive,E,2010,26,76,0,0.51,0,0.47,0.04,6368,38,7.6
Visual Concepts,Sports,Major League Baseball 2K10,Wii,Take-Two Interactive,E,2010,19,74,0,0.19,0,0.17,0.01,6368,4,5.3
Eutechnyx,Racing,NASCAR 2011: The Game,PS3,Activision,E,2011,24,62,0,0.3,0,0.29,0.02,6369,14,4.1
Eutechnyx,Racing,NASCAR 2011: The Game,PS3,Activision,E,2011,16,62,0,0.27,0,0.25,0.02,6369,15,3.7
Eutechnyx,Racing,NASCAR 2011: The Game,PS3,Activision,E,2011,5,42,0,0.22,0,0.21,0.01,6369,9,3.1
Atlus,Role-Playing,Shin Megami Tensei: Devil Survivor,DS,Atlus,T,2009,28,84,0,0.26,0.12,0.13,0.01,6371,79,8.8
Acclaim,Racing,XGIII: Extreme G Racing,PS2,Acclaim Entertainment,E,2001,21,83,0.03,0.15,0,0.12,0,6373,14,7.8
EA Sports,Sports,NBA Live 2004,GC,Electronic Arts,E,2003,19,86,0.18,2.03,0,1.57,0.27,6374,41,7.7
EA Sports,Sports,NBA Live 2004,GC,Electronic Arts,E,2003,19,85,0.04,0.51,0,0.44,0.02,6374,11,8.2
EA Sports,Sports,NBA Live 2004,GC,Electronic Arts,E,2003,17,84,0.05,0.27,0,0.21,0.01,6374,4,9
Dimps Corporation,Fighting,Dragon Ball: XenoVerse,X360,Namco Bandai Games,T,2015,50,69,0.52,1.11,0.12,0.3,0.16,6375,598,7.7
Dimps Corporation,Fighting,Dragon Ball: XenoVerse,X360,Namco Bandai Games,T,2015,18,67,0.11,0.32,0,0.18,0.03,6375,128,7.2
EA Sports,Racing,NASCAR Thunder 2003,XB,Electronic Arts,E,2002,12,85,0.06,0.31,0,0.24,0.01,6376,5,6.6
TimeGate Studios,Shooter,Section 8,X360,SouthPeak Games,T,2009,49,69,0.09,0.27,0,0.15,0.02,6377,59,7.3
TimeGate Studios,Shooter,Section 8,X360,SouthPeak Games,T,2009,31,72,0.01,0.03,0,0.02,0,6377,78,7
Indies Zero,Simulation,America's Test Kitchen: Let's Get Cooking,DS,Nintendo,E,2010,4,87,0,0.26,0,0.25,0.02,6379,9,5.6
Asobo Studio,Action,Ratatouille,X360,THQ,E,2007,9,65,0,0.85,0,0.31,0.53,6385,11,8
Locomotive Games,Action,Ratatouille,X360,THQ,E,2007,7,64,0.27,0.66,0,0.22,0.16,6385,7,7.1
Heavy Iron Studios,Action,Ratatouille,X360,THQ,E,2007,8,55,0.32,0.51,0,0.09,0.1,6385,4,4.8
Asobo Studio,Action,Ratatouille,X360,THQ,E,2007,16,62,0.03,0.5,0,0.43,0.04,6385,12,6.7
Asobo Studio,Action,Ratatouille,X360,THQ,E,2007,7,60,0.03,0.14,0,0.11,0,6385,7,5.6
Edge of Reality,Action,The Incredible Hulk,X360,Sega,T,2008,4,50,0.01,0.38,0,0.32,0.05,6386,5,6
Edge of Reality,Action,The Incredible Hulk,X360,Sega,T,2008,42,55,0.02,0.26,0,0.22,0.02,6386,24,6.4
Edge of Reality,Action,The Incredible Hulk,X360,Sega,T,2008,26,55,0.02,0.26,0,0.22,0.02,6386,20,6.8
Kuju Entertainment,Shooter,Reign of Fire,PS2,BAM! Entertainment,M,2002,16,56,0.1,0.27,0,0.13,0.03,6389,4,7
Kuju Entertainment,Shooter,Reign of Fire,PS2,BAM! Entertainment,T,2002,9,54,0.02,0.11,0,0.08,0,6389,7,5.9
Full Fat,Simulation,The Sims 2: Pets,GC,Electronic Arts,E,2006,5,49,0.93,2.07,0,0.92,0.22,6393,24,5.2
Maxis,Simulation,The Sims 2: Pets,GC,Electronic Arts,T,2006,9,57,0.38,0.79,0,0.19,0.22,6393,10,7.3
Maxis,Simulation,The Sims 2: Pets,GC,Electronic Arts,T,2006,27,68,0.01,0.3,0,0.02,0.27,6393,25,8
Maxis,Simulation,The Sims 2: Pets,GC,Electronic Arts,T,2006,15,66,0.05,0.27,0,0.21,0.01,6393,8,7.3
Maxis,Simulation,The Sims 2: Pets,GC,Electronic Arts,T,2006,23,76,0.02,0.04,0,0.01,0.01,6393,40,7.7
Maxis,Simulation,The Sims 2: Pets,GC,Electronic Arts,T,2007,15,65,0.02,0.47,0,0.41,0.04,6393,4,7.3
Armature Studio,Action,Batman: Arkham Origins Blackgate,3DS,Warner Bros. Interactive Entertainment,T,2013,38,61,0.17,0.42,0,0.16,0.1,6395,106,6.8
